gene_id	flank_pos	n_alts	mean_abs_delta	max_abs_delta	mean_delta
AT1G01040	1158	3	0.00033909579118092853	0.0006992742419242859	0.00030285120010375977
AT1G01040	1180	3	0.0003404070933659871	0.0003522038459777832	-0.0003404070933659871
AT1G01040	1195	3	0.00015779584646224976	0.0002529025077819824	1.0805825392405191e-05
AT1G01040	1257	3	0.00043899814287821454	0.0006413459777832031	0.00043899814287821454
AT1G01040	1259	3	0.00020276506741841635	0.00041721761226654053	0.00019020835558573404
AT1G01040	1267	3	0.0004144608974456787	0.0004764944314956665	0.0004144608974456787
AT1G01040	1275	3	0.0005552073319753011	0.000745624303817749	-0.0005552073319753011
AT1G01040	1281	3	0.00014667212963104248	0.00021272897720336914	8.820990721384685e-05
AT1G01040	1297	3	0.00014635920524597168	0.00020913034677505493	-0.00014635920524597168
AT1G01040	1325	3	0.00021525720755259195	0.0004261583089828491	8.164346218109131e-05
AT1G01040	1347	3	9.605040152867635e-05	0.00021331757307052612	9.531031052271526e-05
AT1G01040	1350	3	0.0007343441247940063	0.0013660192489624023	0.0007343441247940063
AT1G01040	1366	3	0.0002007360259691874	0.00029446929693222046	-0.0002007360259691874
AT1G01040	1389	3	0.000826708972454071	0.0009253695607185364	-0.000826708972454071
AT1G01040	1534	3	0.0003420809904734294	0.0007102116942405701	0.0003420809904734294
AT1G01040	1540	3	0.000462976594765981	0.0005793273448944092	-7.675836483637492e-05
AT1G01040	1542	3	0.000537477433681488	0.0012005195021629333	0.0003883068760236104
AT1G01040	1566	3	0.0008648658792177836	0.0011522099375724792	-0.0004995688796043396
AT1G01040	1567	3	0.0005337273081143697	0.0014264658093452454	-0.0005337273081143697
AT1G01040	1590	3	0.00025379906098047894	0.0003417655825614929	-7.023662328720093e-05
AT1G01040	1619	3	0.00025627265373865765	0.00042732059955596924	-2.8607745965321858e-05
AT1G01040	1633	3	0.0005186622341473898	0.0006319582462310791	-0.0005186622341473898
AT1G01040	1636	3	0.0004967500766118368	0.0009555816650390625	-0.00014030436674753824
AT1G01040	1646	3	0.00022907058397928873	0.0005718618631362915	-0.00015217065811157227
AT1G01040	1650	3	0.001077994704246521	0.001379847526550293	0.001077994704246521
AT1G01040	1662	3	0.0002387911081314087	0.0006433203816413879	0.00019981463750203451
AT1G01040	1665	3	6.678948799769084e-05	0.00011134892702102661	6.678948799769084e-05
AT1G01040	2035	3	0.0008887996276219686	0.0014199614524841309	-0.0008887996276219686
AT1G01040	2043	3	0.0013805727163950603	0.0018906369805335999	-0.0013805727163950603
AT1G01040	2047	3	0.00041201213995615643	0.0009228065609931946	-0.00041201213995615643
AT1G01040	2068	3	0.0008862366278966268	0.0011500641703605652	0.00020360946655273438
AT1G01040	2073	3	0.00031642864147822064	0.000417955219745636	-3.7791828314463295e-05
AT1G01040	2081	3	0.0007027909159660339	0.0010453984141349792	5.8586398760477705e-06
AT1G01040	2089	3	0.0004703526695569356	0.0008308514952659607	-0.00023117909828821817
AT1G01040	2092	3	0.0008915439248085022	0.00147257000207901	0.0008915439248085022
AT1G01040	2096	3	0.0005005871256192526	0.0008830428123474121	-0.00017291555802027384
AT1G01040	2102	3	0.00023606916268666586	0.00046882033348083496	-0.0001424501339594523
AT1G01040	2109	3	0.0009445324540138245	0.001985117793083191	0.0008869891365369161
AT1G01040	2116	3	0.0005365808804829916	0.0006912946701049805	-7.571776707967122e-05
AT1G01040	2128	3	0.0005996301770210266	0.0008734390139579773	0.0005996301770210266
AT1G01040	2130	3	0.0012788251042366028	0.0026644840836524963	0.0012209589282671611
AT1G01040	2140	3	0.00033550212780634564	0.0005127117037773132	0.0002528851230939229
AT1G01040	2144	3	7.7761709690094e-05	0.0001657232642173767	-7.7761709690094e-05
AT1G01040	2148	3	0.00019337236881256104	0.0004216134548187256	8.770326773325603e-05
AT1G01040	2155	3	0.0017095183332761128	0.002566814422607422	-0.0017095183332761128
AT1G01040	2172	3	0.0005308215816815695	0.0008004307746887207	0.0005308215816815695
AT1G01040	2240	3	0.0005985796451568604	0.0009617730975151062	0.00018337865670522055
AT1G01040	2264	3	0.00025402506192525226	0.0003913119435310364	7.835527261098225e-05
AT1G01040	2276	3	0.0009433055917421976	0.0012142211198806763	0.0009433055917421976
AT1G01040	2279	3	0.0007871439059575399	0.0010697320103645325	0.0007871439059575399
AT1G01040	2280	3	0.0007997006177902222	0.0014827698469161987	0.0006105204423268636
AT1G01040	2292	3	0.0003161877393722534	0.0006647706031799316	0.0003161877393722534
AT1G01040	2306	3	0.00014004607995351157	0.0002622827887535095	0.00010631481806437175
AT1G01040	2309	3	0.000448763370513916	0.0009107664227485657	0.000448763370513916
AT1G01040	2404	3	0.000675429900487264	0.0012049674987792969	-0.000675429900487264
AT1G01040	2406	3	0.0007081901033719381	0.0010374188423156738	-0.0007081901033719381
AT1G01040	2432	3	0.0007127001881599426	0.0007372424006462097	-0.0007127001881599426
AT1G01040	2436	3	0.0006193071603775024	0.0008299201726913452	-0.0006193071603775024
AT1G01040	2453	3	0.0011231948932011921	0.0015325844287872314	-0.0011231948932011921
AT1G01040	2462	3	0.0005811130007108053	0.0008347481489181519	0.0005811130007108053
AT1G01040	2499	3	0.00032650182644526166	0.0005573183298110962	-4.5043726762135826e-05
AT1G01040	2503	3	0.0005435571074485779	0.0006079226732254028	0.00013827532529830933
AT1G01040	2520	3	0.0013991395632425945	0.002067185938358307	-0.0013991395632425945
AT1G01040	2560	3	0.0006446142991383871	0.0011817589402198792	0.0006446142991383871
AT1G01040	2627	3	0.002330521742502848	0.0038246214389801025	0.002202644944190979
AT1G01040	2635	3	0.00627165287733078	0.006732411682605743	0.00627165287733078
AT1G01040	2647	3	0.0015602360169092815	0.0024718493223190308	-0.0015602360169092815
AT1G01040	2649	3	0.002908453345298767	0.004077792167663574	0.002908453345298767
AT1G01040	2684	4	0.0016084350645542145	0.003429800271987915	-0.0010797269642353058
AT1G01040	2708	4	0.0028200335800647736	0.0042543113231658936	-0.0028200335800647736
AT1G01040	2717	4	0.0025508999824523926	0.00413590669631958	-0.0025508999824523926
AT1G01040	2750	4	0.001851346343755722	0.003408960998058319	-0.0018130093812942505
AT1G01040	2751	4	0.0031346697360277176	0.004144333302974701	-0.0031346697360277176
AT1G01040	2762	4	0.0021590925753116608	0.0033627375960350037	-0.0021590925753116608
AT1G01040	2822	4	0.0019839592278003693	0.003444299101829529	-0.0019839592278003693
AT1G01040	3001	4	0.005530890077352524	0.006275437772274017	-0.005530890077352524
AT1G01040	3009	4	0.005091598257422447	0.005758263170719147	-0.005091598257422447
AT1G01100	1113	3	0.0006217012802759806	0.0006936788558959961	0.0002744346857070923
AT1G01100	1116	3	0.0004356950521469116	0.0008466392755508423	-0.00014570852120717367
AT1G01100	1140	3	0.0006250192721684774	0.001282334327697754	-0.0005734016497929891
AT1G01100	1156	3	0.0011619677146275837	0.0018262416124343872	0.0011619677146275837
AT1G01100	1161	3	0.0009130686521530151	0.0014211982488632202	0.0009130686521530151
AT1G01100	1162	3	0.000754624605178833	0.0013811290264129639	0.00042496124903361004
AT1G01100	1197	3	0.0010992536942164104	0.0019807368516921997	0.00022123754024505615
AT1G01100	1216	3	0.000388870636622111	0.0008865147829055786	-0.00022530555725097656
AT1G01100	1220	3	0.0019631882508595786	0.002620592713356018	0.0019631882508595786
AT1G01100	1228	3	0.0007854253053665161	0.001234784722328186	3.7764509518941246e-05
AT1G01100	1237	3	0.0011095801989237468	0.0015586912631988525	-7.045269012451172e-05
AT1G01100	1238	3	0.001547763744990031	0.003385305404663086	-0.0014111498991648357
AT1G01100	1282	3	0.001388480265935262	0.0030162781476974487	-0.001388480265935262
AT1G01100	1326	3	0.0011919985214869182	0.002383887767791748	0.0009832630554835002
AT1G01100	1342	3	0.001130153735478719	0.002514362335205078	-0.0006401141484578451
AT1G01100	1365	3	0.0016378313302993774	0.0025306344032287598	0.0016378313302993774
AT1G01100	1380	3	0.003307799498240153	0.006177917122840881	0.003307799498240153
AT1G01100	1404	3	0.0030876497427622476	0.004247292876243591	-0.0030876497427622476
AT1G01100	1405	3	0.001489808162053426	0.00307309627532959	0.0013234317302703857
AT1G01100	1425	3	0.0021350334088007608	0.002875581383705139	0.00023547311623891196
AT1G01100	1434	3	0.0038773814837137857	0.0048815906047821045	0.0038773814837137857
AT1G01100	1444	3	0.0016259451707204182	0.002061516046524048	0.0016259451707204182
AT1G01100	1463	3	0.004033207893371582	0.007110506296157837	0.004033207893371582
AT1G01100	1469	3	0.0019448399543762207	0.0038561969995498657	0.0011876920859018962
AT1G01100	1484	3	0.0008568465709686279	0.0015586912631988525	0.0008568465709686279
AT1G01100	1495	3	0.0008595287799835205	0.0010739713907241821	-0.00042108694712320965
AT1G01100	1511	4	0.007052712142467499	0.009549587965011597	0.007052712142467499
AT1G01100	1519	4	0.012813322246074677	0.016633227467536926	0.012813322246074677
AT1G01100	1523	4	0.014961279928684235	0.01963759958744049	0.014961279928684235
AT1G01100	1527	4	0.01309850811958313	0.017516493797302246	0.01309850811958313
AT1G01100	1556	4	0.014856390655040741	0.020070835947990417	0.014856390655040741
AT1G01100	1617	4	0.007169894874095917	0.01171712577342987	0.0067565664649009705
AT1G01100	1626	4	0.007517967373132706	0.012330681085586548	0.007118526846170425
AT1G01100	1632	4	0.008060034364461899	0.012358158826828003	0.008060034364461899
AT1G01100	1635	4	0.008420180529356003	0.013052940368652344	0.008420180529356003
AT1G01100	1646	4	0.009871389716863632	0.01419539749622345	0.009871389716863632
AT1G01100	1677	4	0.008590221405029297	0.010680243372917175	0.008590221405029297
AT1G01100	1687	4	0.008113641291856766	0.01199030876159668	0.008113641291856766
AT1G01100	1688	4	0.007843047380447388	0.011170357465744019	0.007843047380447388
AT1G01100	1691	4	0.008847560733556747	0.013006970286369324	0.008847560733556747
AT1G01100	1710	4	0.010048087686300278	0.014170780777931213	0.010048087686300278
AT1G01100	1739	4	0.012675318866968155	0.017283260822296143	0.012675318866968155
AT1G01100	1762	4	0.009619083255529404	0.014377519488334656	0.009619083255529404
AT1G01100	1774	4	0.009021434932947159	0.012612998485565186	0.009021434932947159
AT1G01100	1776	4	0.008986230939626694	0.01228804886341095	0.008986230939626694
AT1G01100	1778	4	0.009293612092733383	0.012487366795539856	0.009293612092733383
AT1G01100	1799	4	0.006592661142349243	0.009522244334220886	0.006592661142349243
AT1G01100	1825	4	0.011751573532819748	0.013095751404762268	-0.011751573532819748
AT1G01100	1826	3	0.0022772103548049927	0.0030712634325027466	-0.0005379964907964071
AT1G01100	1827	3	0.003182455897331238	0.003795221447944641	0.003182455897331238
AT1G01100	1832	3	0.001323277751604716	0.0019371062517166138	-3.187358379364014e-05
AT1G01100	1833	3	0.002624963720639547	0.004107162356376648	0.002624963720639547
AT1G01100	1838	3	0.002628520131111145	0.004191607236862183	0.002628520131111145
AT1G01100	1841	3	0.00346680482228597	0.007515326142311096	0.00346680482228597
AT1G01100	1846	3	0.0053393592437108355	0.010065749287605286	0.0053393592437108355
AT1G01100	1884	3	0.001932188868522644	0.0038560181856155396	-0.001932188868522644
AT1G01100	1896	3	0.0019134432077407837	0.0027322620153427124	0.0011593749125798543
AT1G01100	1911	3	0.0013122707605361938	0.002302810549736023	0.0010216484467188518
AT1G01110	139	3	0.0005591263373692831	0.0007854700088500977	0.0005591263373692831
AT1G01110	147	3	0.0006412466367085775	0.0010541975498199463	-0.0006412466367085775
AT1G01110	148	3	0.001269906759262085	0.0017089992761611938	-0.001269906759262085
AT1G01110	149	3	0.0010585437218348186	0.0017664581537246704	-0.00011909504731496175
AT1G01110	150	3	0.00084725022315979	0.0013055503368377686	-0.00084725022315979
AT1G01110	175	3	0.0008059541384379069	0.0012225359678268433	-0.0008059541384379069
AT1G01110	193	3	0.0005348970492680868	0.0006745904684066772	0.0005348970492680868
AT1G01110	213	3	0.0007641961177190145	0.0013302862644195557	-0.0007641961177190145
AT1G01110	223	3	0.00037359197934468585	0.0006640255451202393	-0.00037359197934468585
AT1G01110	234	3	0.0007068216800689697	0.0011376887559890747	-0.0007068216800689697
AT1G01110	235	3	0.00011410812536875407	0.0001706928014755249	-8.574624856313069e-05
AT1G01110	238	3	0.000163118044535319	0.0002654939889907837	-0.00014062722524007162
AT1G01110	243	3	0.0008237063884735107	0.0010261833667755127	-0.0008237063884735107
AT1G01110	246	3	0.0013936062653859456	0.0017805993556976318	-0.0013936062653859456
AT1G01110	270	3	0.00014981627464294434	0.0002490580081939697	1.6222397486368816e-05
AT1G01110	271	3	0.0005672276020050049	0.000980377197265625	-0.00046611825625101727
AT1G01110	276	3	0.000326693058013916	0.0005353987216949463	0.000252385934193929
AT1G01110	284	3	0.0004443526268005371	0.0008174777030944824	0.000409930944442749
AT1G01110	293	3	0.000644296407699585	0.000910148024559021	3.753105799357096e-05
AT1G01110	296	3	0.0008343706528345743	0.0014578253030776978	-0.0007058531045913696
AT1G01110	305	3	0.0010362168153127034	0.0013088434934616089	-0.0010362168153127034
AT1G01110	318	3	0.0005632936954498291	0.0012023001909255981	-0.0005632936954498291
AT1G01110	319	3	0.0002701034148534139	0.0006042271852493286	-0.000235632061958313
AT1G01110	321	3	0.00022565821806589761	0.0004802495241165161	-0.00020438929398854574
AT1G01110	322	3	0.000793317953745524	0.0012897700071334839	0.0006763637065887451
AT1G01110	342	3	0.00041159987449645996	0.0005437135696411133	-0.00041159987449645996
AT1G01110	344	3	0.00039267539978027344	0.0006744563579559326	0.00039267539978027344
AT1G01110	345	3	0.0008751948674519857	0.0011431574821472168	0.0008751948674519857
AT1G01110	374	3	0.0002881834904352824	0.0005998164415359497	-0.0002672026554743449
AT1G01110	387	3	0.00013153254985809326	0.00022497773170471191	0.0001246084769566854
AT1G01110	391	3	0.0007885297139485677	0.0015145540237426758	-0.0002880990505218506
AT1G01110	426	3	0.00027586519718170166	0.0005060285329818726	-0.00027586519718170166
AT1G01110	439	3	0.00028936068216959637	0.000676080584526062	0.00028936068216959637
AT1G01110	447	3	0.00023355583349863687	0.0004764050245285034	0.00020817418893178305
AT1G01110	463	3	0.0007748653491338094	0.001035258173942566	-0.0007748653491338094
AT1G01110	478	3	0.0001910527547200521	0.0004379004240036011	-0.00011452039082845052
AT1G01110	506	3	0.0004482467969258626	0.0009197890758514404	-0.0004482467969258626
AT1G01110	511	3	0.0003101577361424764	0.0005479604005813599	0.00015094379583994547
AT1G01110	555	3	0.00028931597868601483	0.00046159327030181885	0.00026521583398183185
AT1G01110	561	3	0.0007179677486419678	0.001385331153869629	0.00046135981877644855
AT1G01110	584	3	0.0005242327849070231	0.001225695013999939	0.0005242327849070231
AT1G01110	585	3	0.0005205770333607992	0.0008954852819442749	0.0004540085792541504
AT1G01110	600	3	0.0006156265735626221	0.0010624229907989502	-0.0006156265735626221
AT1G01110	601	3	0.0008460630973180135	0.0011013597249984741	-0.0008460630973180135
AT1G01110	606	3	0.0004430909951527913	0.0005674511194229126	-0.00020031134287516275
AT1G01110	625	3	0.00095119575659434	0.0013745278120040894	0.00095119575659434
AT1G01110	649	3	0.00036681195100148517	0.00042726099491119385	8.197128772735596e-05
AT1G01110	656	3	0.0004839251438776652	0.0007442384958267212	0.0004839251438776652
AT1G01110	678	3	0.0008238802353541056	0.001175612211227417	0.0008238802353541056
AT1G01110	682	3	0.0007590154806772867	0.0011149346828460693	-0.0007590154806772867
AT1G01110	695	3	0.0005098829666773478	0.0007046163082122803	-0.0005098829666773478
AT1G01110	700	3	0.000616187850634257	0.0010853409767150879	0.000616187850634257
AT1G01110	701	3	0.00024532278378804523	0.00042901933193206787	-0.00024532278378804523
AT1G01110	706	3	0.0001871784528096517	0.000516846776008606	-0.00015738606452941895
AT1G01110	714	3	0.0001780092716217041	0.0003396719694137573	-4.8438707987467446e-05
AT1G01110	715	3	0.00044010579586029053	0.0006328672170639038	-0.00044010579586029053
AT1G01110	721	3	0.00023209055264790854	0.00039261579513549805	0.00023209055264790854
AT1G01110	750	3	0.00029032429059346515	0.0006265938282012939	-0.00012740492820739746
AT1G01110	753	3	0.000714525580406189	0.0009732097387313843	0.000714525580406189
AT1G01110	763	3	0.00039912760257720947	0.0004578828811645508	-0.00039912760257720947
AT1G01110	783	3	0.00043785075346628827	0.0006606578826904297	-0.000237161914507548
AT1G01110	785	3	0.0004899054765701294	0.0008173882961273193	0.0004899054765701294
AT1G01110	788	3	0.0004097272952397664	0.0006487518548965454	0.0004097272952397664
AT1G01110	796	3	0.00023240347703297934	0.0004215538501739502	4.8632423082987465e-05
AT1G01110	806	3	0.000664442777633667	0.0008618682622909546	0.000664442777633667
AT1G01110	844	3	0.0006502171357472738	0.0009195655584335327	-0.0006502171357472738
AT1G01110	850	3	0.0003335624933242798	0.0006122738122940063	7.462004820505778e-05
AT1G01110	861	3	0.0004096180200576782	0.0007672309875488281	0.00021129349867502847
AT1G01110	862	3	0.00036348899205525714	0.0005865693092346191	-0.00036348899205525714
AT1G01110	867	3	0.00056209663550059	0.0009057521820068359	-0.00056209663550059
AT1G01110	869	3	0.00040847063064575195	0.0008299648761749268	-0.0003127555052439372
AT1G01110	871	3	0.0008569657802581787	0.001153215765953064	0.0008569657802581787
AT1G01110	893	3	0.000327994426091512	0.0005971044301986694	-0.00015601515769958496
AT1G01110	915	3	0.000518659750620524	0.000888526439666748	0.000518659750620524
AT1G01110	917	3	0.0005389998356501261	0.0007981061935424805	-0.0005389998356501261
AT1G01110	920	3	0.0005013197660446167	0.0005884319543838501	0.0005013197660446167
AT1G01110	923	3	0.0007418890794118246	0.0009124428033828735	-0.0007418890794118246
AT1G01110	925	3	0.00033490856488545734	0.0005513876676559448	-0.00033490856488545734
AT1G01110	929	3	0.0008506079514821371	0.0009656846523284912	0.0008506079514821371
AT1G01110	935	3	0.00025072693824768066	0.0006232857704162598	0.00016479690869649252
AT1G01110	944	3	0.0007312198479970297	0.0010176002979278564	-0.0007312198479970297
AT1G01110	945	3	0.00020535290241241455	0.00029590725898742676	-0.00020535290241241455
AT1G01110	966	3	0.00042344629764556885	0.0006851106882095337	-0.00042344629764556885
AT1G01110	973	3	0.0008244713147481283	0.0012663453817367554	0.0008053084214528402
AT1G01110	982	3	0.0005939205487569174	0.0007383674383163452	0.0005939205487569174
AT1G01110	983	3	0.00036042431990305584	0.0005817562341690063	0.00013693670431772867
AT1G01110	991	3	0.0004312594731648763	0.0007060468196868896	0.0004312594731648763
AT1G01110	992	3	0.00017018616199493408	0.0003577619791030884	9.295841058095296e-05
AT1G01110	993	3	0.000639110803604126	0.0010906308889389038	-0.000639110803604126
AT1G01110	995	3	0.0004348655541737874	0.0008028894662857056	0.0004348655541737874
AT1G01110	1003	3	0.0004701862732569377	0.0007157772779464722	-0.0004701862732569377
AT1G01110	1008	3	0.0009824385245641072	0.0013058781623840332	-0.0009824385245641072
AT1G01110	1018	3	0.0004076610008875529	0.0008138269186019897	0.0002033164103825887
AT1G01110	1034	3	0.0008535285790761312	0.0015078037977218628	0.0008223056793212891
AT1G01110	1038	3	0.000482022762298584	0.0008057653903961182	5.515416463216146e-05
AT1G01110	1039	3	0.0007103631893793742	0.001149013638496399	0.0007103631893793742
AT1G01110	1060	3	0.0008752048015594482	0.001628279685974121	0.0002581775188446045
AT1G01110	1064	3	0.0005978594223658243	0.0009620338678359985	0.0002050548791885376
AT1G01110	1089	3	0.0009291519721349081	0.0014509111642837524	-0.0009291519721349081
AT1G01110	1092	3	0.0003940810759862264	0.0005284398794174194	0.00021554529666900635
AT1G01110	1140	3	0.0007113218307495117	0.0010030567646026611	0.0007113218307495117
AT1G01110	1143	3	0.00033155083656311035	0.0008719861507415771	-0.00033155083656311035
AT1G01110	1162	3	0.00041399896144866943	0.0007332116365432739	0.000154152512550354
AT1G01110	1206	3	0.000725318988164266	0.0011295974254608154	2.7745962142944336e-05
AT1G01110	1222	3	0.0008092820644378662	0.0009224414825439453	0.00022689501444498697
AT1G01110	1240	3	0.00019917388757069907	0.0004286766052246094	0.0001497119665145874
AT1G01110	1249	3	0.0007187922795613607	0.0014342516660690308	0.0006397167841593424
AT1G01110	1280	3	0.0006905446449915568	0.001093834638595581	3.867844740549723e-05
AT1G01110	1548	3	0.0016841888427734375	0.0023148804903030396	0.0016841888427734375
AT1G01110	1580	3	0.0005851884682973226	0.0007583796977996826	7.960200309753418e-05
AT1G01110	1605	3	0.00293425718943278	0.0031157582998275757	0.00293425718943278
AT1G01110	1609	3	0.0018338064352671306	0.0029112398624420166	0.0018338064352671306
AT1G01110	1660	3	0.0006086081266403198	0.0011925548315048218	-0.0006086081266403198
AT1G01110	1681	3	0.0005549490451812744	0.000979989767074585	0.0005549490451812744
AT1G01110	1685	3	0.0008164296547571818	0.0012093335390090942	-0.0003143996000289917
AT1G01110	1705	3	0.0005934337774912516	0.0007805973291397095	0.0005934337774912516
AT1G01110	1717	3	0.0004997948805491129	0.00093880295753479	0.0004571676254272461
AT1G01110	1727	3	0.00019337236881256104	0.0004742741584777832	0.0001228104035059611
AT1G01110	1736	3	0.001003583272298177	0.001254349946975708	-0.001003583272298177
AT1G01110	1738	3	0.0021015554666519165	0.003483220934867859	-0.0021015554666519165
AT1G01110	1739	3	0.0022737433513005576	0.004257991909980774	-0.0015527357657750447
AT1G01110	1740	3	0.0014642328023910522	0.0020440220832824707	-0.0014642328023910522
